"","SCR_exp1","SCR_exp2","SCR_exp3","SCR_exp4","GLS_KO_exp1","GLS_KO_exp2","GLS_KO_exp3","GLS_KO_exp4"
"ENSG00000126752",1,0,3,0,2,1,7,0
"ENSG00000229662",0,0,0,0,0,0,1,0
"ENSG00000165583",0,1,0,0,0,0,1,0
"ENSG00000277150",116,77,156,110,122,114,125,152
"ENSG00000197779",163,322,213,278,316,307,385,343
"ENSG00000126767",1749,2186,1669,1993,2740,2296,2402,2559
"ENSG00000008056",6,7,1,6,9,5,5,7
"ENSG00000235636",28,22,29,30,37,27,28,30
"ENSG00000147124",203,365,290,383,427,341,450,539
"ENSG00000237623",0,0,0,0,0,0,0,2
"ENSG00000224975",12,21,25,19,14,8,7,22
"ENSG00000237351",1,0,4,1,0,0,0,0
"ENSG00000215284",28,31,52,38,18,21,21,45
"ENSG00000226048",0,0,0,0,0,0,2,0
"ENSG00000213997",3,5,3,5,2,0,7,3
"ENSG00000147119",26,22,34,16,37,44,28,31
"ENSG00000270499",0,1,1,1,0,1,0,1
"ENSG00000147121",262,283,331,365,356,261,459,499
"ENSG00000235587",516,519,1227,527,617,522,515,649
"ENSG00000236751",1,2,18,23,7,2,25,32
"ENSG00000301662",0,0,0,1,0,0,0,1
"ENSG00000270069",169,324,252,399,363,151,661,719
"ENSG00000229563",2,1,0,3,4,1,11,3
"ENSG00000214016",161,133,266,92,127,117,112,172
"ENSG00000233543",5,10,22,10,20,11,11,23
"ENSG00000224054",0,0,2,0,0,0,0,0
"ENSG00000214018",25,29,65,61,25,29,59,77
"ENSG00000217624",219,271,613,338,376,294,352,486
"ENSG00000223714",1,1,1,0,0,1,1,0
"ENSG00000124486",1166,2205,1188,1365,2074,1896,1824,1778
"ENSG00000216866",257,199,490,237,261,254,261,353
"ENSG00000300293",4,4,7,3,4,6,4,8
"ENSG00000180182",812,1367,758,1247,1585,1386,1456,1453
"ENSG00000185753",385,426,308,311,464,415,438,492
"ENSG00000287098",0,0,0,0,0,0,0,1
"ENSG00000182220",1905,1930,1275,1619,2484,1987,1808,1915
"ENSG00000302929",0,1,0,0,1,1,0,0
"ENSG00000223486",1,3,2,0,0,0,3,2
"ENSG00000302958",0,0,0,1,0,1,0,2
"ENSG00000297744",1,0,0,0,0,0,0,0
"ENSG00000235806",34,24,8,14,34,23,12,18
"ENSG00000036473",0,0,1,0,1,0,0,1
"ENSG00000156313",695,820,493,544,974,849,578,615
"ENSG00000147041",1307,1676,627,835,2116,2101,620,640
"ENSG00000187516",3,3,0,2,0,2,0,2
"ENSG00000224339",0,1,0,0,0,0,0,0
"ENSG00000259977",22,51,11,27,62,72,22,12
"ENSG00000165168",1,4,3,9,5,1,3,2
"ENSG00000147036",5,2,6,7,4,3,4,7
"ENSG00000235510",1,1,3,0,2,4,0,3
"ENSG00000165164",3,4,2,3,3,6,4,3
"ENSG00000226781",17,17,56,12,18,16,22,23
"ENSG00000236285",17,25,58,28,23,14,29,53
"ENSG00000277876",1,1,0,0,0,0,1,0
"ENSG00000241886",0,0,1,0,0,0,0,0
"ENSG00000296989",0,0,0,0,0,0,1,0
"ENSG00000232368",13,23,56,29,20,10,26,36
"ENSG00000099399",16,10,38,36,60,54,127,119
"ENSG00000303603",0,0,0,0,0,0,0,1
"ENSG00000177689",0,1,0,0,0,0,0,0
"ENSG00000216938",0,0,3,0,0,1,0,0
"ENSG00000236160",0,0,0,0,0,0,0,1
"ENSG00000259849",4,4,3,4,6,4,3,1
"ENSG00000176746",0,1,3,6,4,2,2,6
"ENSG00000129682",550,582,304,360,718,616,267,349
"ENSG00000228519",127,108,345,141,121,95,140,178
"ENSG00000214111",1,0,3,0,0,2,3,1
"ENSG00000309327",4,2,1,1,3,4,0,1
"ENSG00000309342",3,3,0,3,1,4,1,3
"ENSG00000004848",1,1,1,4,4,2,0,2
"ENSG00000101868",1285,1799,2005,1996,2361,1919,2481,2746
"ENSG00000067992",542,779,429,505,924,759,674,645
"ENSG00000005889",564,824,828,1015,1074,830,1273,1361
"ENSG00000304452",0,0,0,0,1,0,0,0
"ENSG00000165182",3,1,4,0,3,2,4,2
"ENSG00000296151",2,1,0,0,4,0,2,0
"ENSG00000123131",2949,2942,3796,2819,3539,2831,3342,3790
"ENSG00000165186",0,0,0,2,0,0,0,4
"ENSG00000174028",58,72,44,61,75,38,50,53
"ENSG00000295221",62,83,80,84,70,103,79,74
"ENSG00000224396",0,0,0,1,0,0,0,0
"ENSG00000102172",3363,3599,4673,4673,4158,3385,5624,6440
"ENSG00000091482",2,8,6,11,1,2,4,6
"ENSG00000301893",0,1,0,0,0,0,0,0
"ENSG00000288832",16,15,3,13,5,8,17,29
"ENSG00000306298",0,0,0,1,0,1,0,3
"ENSG00000177189",2614,3544,1423,2166,3943,3411,2505,2501
"ENSG00000173674",2542,2553,3193,3124,3107,2645,3786,4047
"ENSG00000173681",82,98,66,83,120,79,111,127
"ENSG00000147010",2516,3034,2675,2718,3790,3103,3146,3396
"ENSG00000131828",1898,1905,2483,2095,2395,1948,2434,2680
"ENSG00000173698",10,6,3,4,7,3,9,5
"ENSG00000224224",0,2,5,0,4,1,4,1
"ENSG00000300913",0,0,0,0,1,0,0,0
"ENSG00000102104",0,0,0,1,0,0,1,0
"ENSG00000008086",130,275,86,132,197,207,128,114
"ENSG00000309710",0,1,3,3,0,1,5,0
"ENSG00000086712",1173,1503,1298,1649,1868,1505,2091,2181
"ENSG00000238178",0,0,0,0,1,0,0,0
"ENSG00000307891",1,2,3,0,0,1,0,3
"ENSG00000130234",2,0,0,1,5,1,3,2
"ENSG00000102010",1,3,12,15,11,2,13,18
"ENSG00000087842",854,863,811,957,1053,836,862,884
"ENSG00000297657",1,6,3,2,3,0,2,2
"ENSG00000130150",887,1233,536,881,1468,1484,979,941
"ENSG00000046647",232,289,306,315,329,254,341,353
"ENSG00000289449",0,2,0,0,0,0,0,0
"ENSG00000046653",61,72,45,76,87,64,45,46
"ENSG00000046651",437,739,738,731,771,550,836,965
"ENSG00000196459",221,278,262,265,260,227,295,351
"ENSG00000123595",455,416,314,391,598,462,472,525
"ENSG00000197582",117,82,341,119,113,89,108,151
"ENSG00000294850",0,6,13,7,5,1,4,3
"ENSG00000235592",6,9,3,10,11,4,6,5
"ENSG00000231216",2,28,7,12,8,16,12,13
"ENSG00000233338",0,0,0,0,0,0,1,0
"ENSG00000196664",1,0,0,0,0,0,1,0
"ENSG00000230691",0,0,1,0,0,0,1,0
"ENSG00000169933",36,62,49,79,73,59,64,74
"ENSG00000004961",1082,1251,1321,1334,1471,1174,1504,1788
"ENSG00000234129",25,18,25,31,22,17,13,16
"ENSG00000073464",71,97,88,107,129,120,129,154
"ENSG00000309668",0,2,0,0,1,0,0,0
"ENSG00000047644",571,878,859,845,875,777,816,839
"ENSG00000146950",1694,2233,3024,2645,2997,2386,2953,3262
"ENSG00000231619",0,0,0,0,0,1,0,0
"ENSG00000169249",320,362,523,354,399,345,427,462
"ENSG00000011201",1,4,2,0,3,1,2,0
"ENSG00000205642",16,13,35,8,10,17,8,9
"ENSG00000296839",0,0,0,0,0,1,0,0
"ENSG00000169059",10,2,8,13,2,0,2,1
"ENSG00000146938",1690,2369,1406,1899,2738,2372,2074,2161
"ENSG00000238193",10,9,18,5,13,8,7,13
"ENSG00000225722",0,0,2,0,0,0,0,0
"ENSG00000286431",71,79,73,93,89,60,110,123
"ENSG00000182888",0,0,1,1,3,1,1,1
"ENSG00000183943",540,730,716,776,857,756,1013,1155
"ENSG00000101825",2,6,2,0,8,7,0,0
"ENSG00000157399",483,475,527,454,553,495,429,457
"ENSG00000229851",0,0,0,2,0,3,0,0
"ENSG00000235483",1,5,2,2,4,0,3,2
"ENSG00000223773",8,0,0,0,14,8,0,9
"ENSG00000291040",31,8,7,22,22,21,0,22
"ENSG00000289007",2,4,2,0,2,1,1,3
"ENSG00000214717",669,368,841,858,1125,506,309,987
"ENSG00000223571",3,2,0,0,1,0,1,2
"ENSG00000169084",213,193,189,45,25,213,225,1
"ENSG00000196433",0,0,0,0,1,0,0,0
"ENSG00000197976",266,0,952,0,975,528,696,1105
"ENSG00000182162",0,0,2,0,0,0,0,2
"ENSG00000236017",13,2,30,6,10,7,8,12
"ENSG00000169100",2156,2913,3458,1490,3657,2793,2461,2243
"ENSG00000226179",6,4,2,0,14,2,2,6
"ENSG00000178605",662,341,1154,787,589,528,852,979
"ENSG00000210194",0,0,0,0,0,0,2,0
"ENSG00000198886",30352,85613,23882,93347,72292,47910,110777,110255
"ENSG00000198840",5585,7766,3027,8835,7610,5702,9435,9558
"ENSG00000198938",25828,52786,22170,56933,45554,30717,61647,62561
"ENSG00000198899",16764,45592,11984,43664,38151,23356,50820,48390
"ENSG00000210135",0,1,0,0,0,0,1,0
"ENSG00000210082",11792,19928,11496,15963,16887,12264,16530,18441
"ENSG00000233013",0,0,0,0,0,0,0,1
"ENSG00000301083",0,3,1,0,0,0,1,0
"ENSG00000130653",44,83,58,39,50,29,32,31
"ENSG00000288234",0,0,0,0,1,0,0,0
"ENSG00000210151",0,0,1,0,0,0,1,1
"ENSG00000303886",0,1,0,0,1,0,1,1
"ENSG00000303839",3,2,3,1,2,1,5,2
"ENSG00000308289",0,1,7,2,5,1,4,5
"ENSG00000188986",1398,1348,2662,1532,1598,1407,1765,2015
"ENSG00000188229",9834,9714,21469,13518,12766,9923,16704,18870
"ENSG00000188566",1048,1254,2260,1455,1452,1145,1524,1786
"ENSG00000176978",1756,1496,2687,1231,1807,1515,1347,1606
"ENSG00000231864",0,7,40,16,0,6,31,13
"ENSG00000107281",928,789,1540,733,925,787,830,1008
"ENSG00000180549",0,0,0,0,1,0,0,0
"ENSG00000180539",4,5,11,3,1,2,5,2
"ENSG00000107331",1169,1780,1597,1069,1739,1716,1061,1240
"ENSG00000107317",0,1,0,0,0,0,0,0
"ENSG00000159069",1097,1298,2237,1417,1676,1476,1626,2021
"ENSG00000260190",5,2,9,8,5,4,4,3
"ENSG00000107223",2573,2258,4272,2243,2710,2127,2527,2993
"ENSG00000177943",50,67,315,194,90,60,224,243
"ENSG00000054148",677,572,849,634,661,560,697,761
"ENSG00000288873",73,73,113,55,90,48,63,105
"ENSG00000232434",54,70,158,86,79,60,116,121
"ENSG00000177984",1,1,0,0,0,0,0,0
"ENSG00000165716",290,356,282,221,357,343,177,200
"ENSG00000290734",0,0,0,0,0,1,1,1
"ENSG00000301452",0,0,0,0,1,0,0,0
"ENSG00000169692",940,915,1570,877,1114,972,1020,1280
"ENSG00000172889",2,6,1,0,0,0,0,1
"ENSG00000305617",0,0,0,0,1,0,0,0
"ENSG00000148396",1540,2643,2230,2045,2641,2277,2587,2844
"ENSG00000165684",981,1125,2001,1137,1187,921,1108,1380
"ENSG00000300558",5,11,16,24,8,8,27,29
"ENSG00000289701",38,70,221,67,54,60,61,109
"ENSG00000101888",244,291,154,295,343,272,326,381
"ENSG00000262075",14,6,7,6,7,13,1,3
"ENSG00000306667",0,0,0,0,1,0,0,0
"ENSG00000107187",0,0,1,4,0,0,0,0
"ENSG00000275329",14,18,22,13,12,14,25,16
"ENSG00000260193",10,6,25,22,12,9,17,30
"ENSG00000148411",1574,1993,2733,1943,2227,1854,2212,2488
"ENSG00000238058",22,42,34,55,35,40,55,62
"ENSG00000226706",5,5,8,4,7,10,9,12
"ENSG00000293661",3,0,0,0,0,0,0,0
"ENSG00000160345",65,54,56,53,85,73,51,87
"ENSG00000233936",0,0,0,1,0,0,0,0
"ENSG00000130635",369,469,465,291,405,370,350,359
"ENSG00000227150",1,0,1,1,0,1,0,0
"ENSG00000228877",6,6,4,0,3,2,2,2
"ENSG00000295241",1,0,0,0,0,0,0,0
"ENSG00000273249",2,2,6,4,1,3,7,3
"ENSG00000271525",10,7,17,14,9,17,8,18
"ENSG00000235106",644,731,547,528,861,695,627,634
"ENSG00000306694",0,0,0,0,1,0,0,0
"ENSG00000160326",141,148,88,58,172,145,99,126
"ENSG00000198870",13,17,18,7,17,17,7,6
"ENSG00000148248",5434,6383,5774,5692,7834,6512,6437,7340
"ENSG00000148291",1107,1007,1992,1157,1301,1004,1468,1645
"ENSG00000148290",665,651,788,420,662,609,491,545
"ENSG00000148303",22488,20927,24763,18640,26206,21158,22314,24674
"ENSG00000148296",1247,1298,2705,1318,1378,1163,1643,1878
"ENSG00000175164",0,0,0,1,0,0,0,0
"ENSG00000171102",0,0,2,0,0,0,0,0
"ENSG00000285245",0,0,0,0,0,19,5,0
"ENSG00000290769",0,1,0,0,1,0,0,1
"ENSG00000170835",10,23,19,22,20,9,31,31
"ENSG00000148308",1642,1641,2764,1807,1943,1632,2096,2280
"ENSG00000288989",2,2,1,2,0,4,2,1
"ENSG00000165702",2,0,1,2,0,0,1,0
"ENSG00000165695",2,6,3,4,4,11,9,2
"ENSG00000125485",710,756,1044,898,892,727,1189,1176
"ENSG00000188523",5,7,2,1,7,5,1,3
"ENSG00000196358",63,87,39,43,116,104,43,56
"ENSG00000160563",679,658,874,614,768,606,747,886
"ENSG00000231018",1,0,1,0,1,0,1,2
"ENSG00000130717",766,882,1412,857,986,828,1067,1134
"ENSG00000176868",285,247,219,204,297,253,307,279
"ENSG00000289000",1,0,0,0,0,4,0,0
"ENSG00000160539",48,40,26,17,51,44,26,39
"ENSG00000236986",0,0,1,0,1,0,0,0
"ENSG00000126878",987,1314,858,793,1510,1212,755,858
"ENSG00000050555",6,11,11,10,11,19,14,20
"ENSG00000309617",0,0,0,0,0,1,0,0
"ENSG00000130713",1524,1745,2407,1841,2057,1593,2208,2482
"ENSG00000232172",0,0,1,0,0,0,1,0
"ENSG00000107164",2378,2875,2206,2605,3534,2946,3115,3446
"ENSG00000130707",0,2,4,4,27,41,62,46
"ENSG00000196979",1,0,0,1,0,0,0,0
"ENSG00000148358",1597,2039,1965,1865,2334,1967,2180,2325
"ENSG00000187239",692,985,883,881,1239,1047,1316,1398
"ENSG00000136816",762,882,854,892,1105,946,1044,1200
"ENSG00000295529",1,0,0,0,0,1,0,0
"ENSG00000167157",68,42,46,17,79,65,27,40
"ENSG00000148331",1357,1473,2050,1494,1677,1317,1587,1799
"ENSG00000148335",1058,1108,1784,1155,1251,1009,1504,1572
"ENSG00000204054",770,892,581,425,1046,886,493,537
"ENSG00000300826",2,1,1,4,3,3,0,0
"ENSG00000230676",0,0,2,0,3,0,0,0
"ENSG00000224307",2,0,1,0,0,0,0,0
"ENSG00000235007",3,0,0,0,0,0,0,0
"ENSG00000095321",607,744,514,395,855,766,440,494
"ENSG00000167130",409,475,591,569,532,446,687,782
"ENSG00000287234",1,4,1,7,0,1,4,2
"ENSG00000148343",435,584,974,642,666,526,795,822
"ENSG00000136802",1018,1530,1222,1338,1652,1471,1363,1639
"ENSG00000160445",531,726,585,687,954,822,707,887
"ENSG00000223478",50,29,29,29,41,43,38,36
"ENSG00000119335",10196,10808,14884,13360,13286,10656,15179,16828
"ENSG00000280758",5,3,2,3,2,0,2,3
"ENSG00000228395",11,9,10,7,11,11,3,13
"ENSG00000207955",1,0,0,0,0,0,0,0
"ENSG00000223551",14,3,11,8,11,8,11,19
"ENSG00000167114",951,1056,1914,1214,1272,1079,1439,1655
"ENSG00000167113",771,763,1077,752,847,792,790,971
"ENSG00000167112",1814,1805,2298,1813,2394,1926,2267,2430
"ENSG00000175854",318,328,528,380,422,288,463,517
"ENSG00000167110",1354,1805,2045,1483,1848,1680,1682,1712
"ENSG00000106976",1250,1611,1173,999,1513,1266,826,973
"ENSG00000298354",0,0,0,0,0,0,0,1
"ENSG00000232850",3,10,5,6,9,14,6,8
"ENSG00000297862",4,11,9,4,1,5,6,12
"ENSG00000234771",48,94,149,109,115,73,157,164
"ENSG00000230536",0,0,0,0,0,2,0,0
"ENSG00000167106",713,843,1021,893,1056,876,881,981
"ENSG00000167103",38,33,23,17,33,30,11,20
"ENSG00000225032",9,20,29,34,18,3,22,29
"ENSG00000106991",1638,1950,2905,2249,2441,2148,2511,3024
"ENSG00000136877",938,964,1461,891,1179,984,982,1195
"ENSG00000279571",0,4,5,5,2,0,2,2
"ENSG00000196152",112,156,248,145,191,139,163,215
"ENSG00000136828",16,21,29,33,33,29,55,47
"ENSG00000136944",69,91,113,123,127,87,145,208
"ENSG00000295036",0,0,0,0,0,2,0,1
"ENSG00000119487",1791,1868,2547,2060,2276,1846,2410,2575
"ENSG00000287782",90,81,81,95,98,84,103,87
"ENSG00000044574",27986,29667,23575,20825,34720,30587,22804,24313
"ENSG00000235332",1,2,6,0,1,3,1,3
"ENSG00000177736",2,0,3,1,1,1,0,4
"ENSG00000136935",496,639,816,723,732,569,829,903
"ENSG00000136942",11693,10610,17151,11305,12973,10300,13184,14422
"ENSG00000136918",80,100,202,100,108,56,124,159
"ENSG00000296507",2,4,3,2,2,6,3,3
"ENSG00000236643",8,5,7,9,7,5,9,10
"ENSG00000136931",1,3,0,0,0,1,0,0
"ENSG00000233785",2,2,3,0,4,0,2,0
"ENSG00000136930",3778,3658,5046,3980,4645,3601,4682,5058
"ENSG00000227200",0,0,2,0,0,3,3,1
"ENSG00000235204",4,0,0,0,1,1,0,1
"ENSG00000119408",642,1013,892,822,1059,1013,925,1073
"ENSG00000119522",589,641,815,605,764,662,600,646
"ENSG00000165209",274,291,384,445,388,326,520,560
"ENSG00000213216",14,11,20,6,13,8,11,17
"ENSG00000261094",26,39,41,17,37,36,43,46
"ENSG00000136834",0,1,0,0,0,0,0,6
"ENSG00000234156",1,0,0,1,4,1,2,0
"ENSG00000095303",4,3,5,2,8,10,3,9
"ENSG00000119446",550,609,583,694,674,575,852,937
"ENSG00000106852",6,19,7,4,7,8,10,11
"ENSG00000119421",939,841,1085,946,1005,853,1211,1258
"ENSG00000301342",1,0,1,0,0,0,0,2
"ENSG00000229854",2,0,0,0,0,0,0,0
"ENSG00000136848",1186,1450,1275,1032,1586,1348,1077,1154
"ENSG00000213467",128,125,525,177,165,115,170,239
"ENSG00000293945",2,7,8,5,2,1,3,5
"ENSG00000148180",8513,8913,4705,3168,9635,9208,2931,3465
"ENSG00000106804",20,28,11,13,45,26,9,15
"ENSG00000095261",1096,1376,1049,1290,1589,1428,1556,1758
"ENSG00000294948",1,1,2,0,0,0,0,1
"ENSG00000275063",4,2,1,0,6,2,2,5
"ENSG00000136869",921,1483,962,1328,1510,1251,1395,1396
"ENSG00000285082",4,10,4,12,10,2,8,4
"ENSG00000119401",472,535,516,536,668,531,675,637
"ENSG00000148219",66,61,134,84,65,73,96,121
"ENSG00000256040",0,1,4,6,0,1,2,4
"ENSG00000182752",17,49,34,41,48,30,61,73
"ENSG00000228707",0,1,0,0,0,0,1,0
"ENSG00000308189",0,0,3,8,2,0,8,13
"ENSG00000041982",11109,18518,6293,6121,22366,22025,6356,6066
"ENSG00000157693",405,505,389,481,609,509,531,637
"ENSG00000235119",0,0,0,0,0,0,0,1
"ENSG00000106948",89,111,115,92,138,130,127,126
"ENSG00000226530",0,0,0,3,0,0,0,0
"ENSG00000196739",1367,2279,4246,2899,2024,1544,2870,3211
"ENSG00000106927",0,4,2,3,0,1,1,1
"ENSG00000232905",1,3,8,6,3,2,2,7
"ENSG00000282897",0,2,2,0,0,0,0,0
"ENSG00000148218",677,801,694,683,1037,843,804,907
"ENSG00000148225",26,56,18,35,75,54,35,38
"ENSG00000136875",2368,2755,3026,3024,3586,2789,3718,4101
"ENSG00000176386",499,388,704,546,511,420,596,734
"ENSG00000119321",678,893,1045,998,1061,793,1135,1224
"ENSG00000231528",393,468,389,514,497,472,574,520
"ENSG00000225684",117,251,212,159,294,227,146,224
"ENSG00000119457",1,6,2,3,1,0,0,5
"ENSG00000148158",822,1266,816,1010,1398,1194,1181,1240
"ENSG00000148153",486,589,563,657,751,602,823,808
"ENSG00000119471",700,804,871,1009,1126,901,1235,1404
"ENSG00000297814",1,10,6,5,6,9,0,4
"ENSG00000307073",0,0,0,0,1,1,1,0
"ENSG00000215115",0,1,0,0,0,0,0,0
"ENSG00000106868",8,12,7,18,13,12,10,10
"ENSG00000148154",622,768,657,1054,912,697,1569,1645
"ENSG00000310560",541,388,1310,496,525,454,591,688
"ENSG00000106853",252,280,291,269,300,265,307,312
"ENSG00000173258",24,17,22,24,23,35,44,38
"ENSG00000136813",1999,3001,2786,2689,3293,2825,3468,3722
"ENSG00000301627",0,0,0,0,1,2,0,1
"ENSG00000301611",0,0,1,1,1,1,0,1
"ENSG00000232896",0,0,1,0,0,0,0,0
"ENSG00000302079",0,2,0,0,8,0,0,0
"ENSG00000213539",92,92,240,136,134,88,131,192
"ENSG00000157654",1634,2192,1598,1508,2311,1978,1855,1955
"ENSG00000148156",0,2,0,0,1,0,0,1
"ENSG00000169253",9,7,30,11,16,10,12,15
"ENSG00000303981",3,2,0,5,0,6,15,8
"ENSG00000303954",0,3,0,0,0,0,0,2
"ENSG00000301188",0,0,0,0,3,0,0,0
"ENSG00000301055",0,0,0,0,0,1,0,0
"ENSG00000289987",2,4,0,4,2,0,3,5
"ENSG00000213558",0,1,1,0,0,0,0,1
"ENSG00000299203",0,2,0,1,0,0,2,2
"ENSG00000148143",615,1076,864,670,980,917,734,768
"ENSG00000237062",0,0,0,1,0,0,0,0
"ENSG00000303685",1,0,0,0,0,1,0,1
"ENSG00000228948",0,0,1,0,1,0,0,0
"ENSG00000228366",3,2,1,1,2,1,6,4
"ENSG00000186051",0,0,2,1,0,0,1,6
"ENSG00000106701",109,162,81,139,132,113,126,159
"ENSG00000289227",0,1,0,0,0,0,0,0
"ENSG00000230013",0,0,0,0,0,2,1,0
"ENSG00000165029",490,943,163,211,772,718,200,194
"ENSG00000136783",193,166,146,150,241,183,207,232
"ENSG00000270332",3,2,0,5,2,0,3,9
"ENSG00000289079",1,0,0,0,1,0,0,0
"ENSG00000198785",9,25,15,14,25,15,11,19
"ENSG00000136881",4,2,1,0,0,1,1,3
"ENSG00000273730",0,0,0,0,0,0,98,0
"ENSG00000148123",0,0,0,0,0,3,0,0
"ENSG00000200966",0,0,1,0,0,0,1,0
"ENSG00000241697",26,14,0,9,5,12,11,8
"ENSG00000255815",0,0,2,0,0,0,0,0
"ENSG00000294793",0,0,0,1,0,1,0,0
"ENSG00000294848",1,1,2,3,1,0,2,1
"ENSG00000204291",807,1095,386,355,1763,1795,397,439
"ENSG00000285706",0,0,0,0,0,1,0,0
"ENSG00000229897",3,0,4,3,2,2,4,3
"ENSG00000136928",1,0,1,1,1,1,1,1
"ENSG00000299552",0,0,2,5,0,2,1,5
"ENSG00000095383",49,57,196,160,115,74,314,379
"ENSG00000106789",644,925,646,608,1226,966,728,823
"ENSG00000106785",469,638,782,915,808,696,1078,1208
"ENSG00000298058",2,2,6,4,8,2,1,2
"ENSG00000136938",5415,4938,8581,5466,6494,5198,6312,7191
"ENSG00000236130",0,0,0,1,0,0,0,0
"ENSG00000136937",1510,1873,1795,2243,2571,2052,2927,3145
"ENSG00000136925",317,371,337,527,518,488,622,657
"ENSG00000196116",171,221,204,200,273,246,275,270
"ENSG00000255036",28,27,32,21,34,36,26,51
"ENSG00000254876",4,14,18,31,22,15,39,34
"ENSG00000188801",10,18,9,8,5,0,7,27
"ENSG00000203279",29,13,9,21,33,26,19,34
"ENSG00000159712",0,2,3,0,0,3,5,4
"ENSG00000213612",0,1,3,5,1,0,1,2
"ENSG00000136943",37,28,49,35,30,15,28,43
"ENSG00000290770",204,316,261,311,396,288,372,461
"ENSG00000081386",147,257,137,189,250,223,279,293
"ENSG00000233820",2,1,5,1,0,1,1,4
"ENSG00000224848",0,1,2,3,0,0,1,1
"ENSG00000294402",0,0,0,0,1,0,0,0
"ENSG00000130956",316,327,498,308,388,286,386,423
"ENSG00000300673",0,0,2,2,0,0,0,0
"ENSG00000285269",10,4,2,0,0,27,16,8
"ENSG00000130948",28,27,17,15,23,3,7,11
"ENSG00000275465",0,1,0,0,2,1,0,1
"ENSG00000185291",2,3,12,2,0,6,0,1
"ENSG00000307709",0,0,1,0,0,3,0,0
"ENSG00000271155",7,0,8,4,13,9,3,8
"ENSG00000223849",0,1,0,1,1,1,0,1
"ENSG00000296343",19,44,11,28,30,22,23,27
"ENSG00000224764",6,4,6,6,14,4,11,1
"ENSG00000236095",0,2,0,0,1,0,0,0
"ENSG00000148120",896,839,734,626,908,733,706,763
"ENSG00000294542",0,2,0,0,6,5,0,0
"ENSG00000130957",0,3,3,6,0,0,2,2
"ENSG00000231806",175,201,185,160,248,198,173,199
"ENSG00000286850",0,1,0,2,0,0,1,2
"ENSG00000282886",8,11,28,15,3,6,13,23
"ENSG00000232063",0,2,0,1,2,5,4,2
"ENSG00000295037",1,2,8,4,3,2,5,4
"ENSG00000130950",1,0,1,0,0,0,1,0
"ENSG00000175787",63,81,48,56,91,53,64,64
"ENSG00000230262",5,0,0,7,10,1,4,0
"ENSG00000286834",4,7,1,4,6,5,7,4
"ENSG00000299845",1,0,0,0,1,2,0,0
"ENSG00000235601",5,4,6,2,8,7,11,6
"ENSG00000131668",573,494,950,455,715,636,694,861
"ENSG00000197724",624,813,920,808,977,896,877,1074
"ENSG00000289031",0,1,0,1,3,1,2,1
"ENSG00000165238",0,1,0,0,0,0,0,1
"ENSG00000131669",430,454,348,324,544,482,448,544
"ENSG00000165233",465,402,375,292,554,433,336,359
"ENSG00000223446",0,7,1,4,6,11,11,9
"ENSG00000127084",18,12,22,11,10,12,15,24
"ENSG00000275318",6,2,2,1,1,5,4,5
"ENSG00000288271",8,14,12,0,0,0,25,4
"ENSG00000127080",523,598,556,581,766,577,652,715
"ENSG00000106819",0,0,0,0,0,0,1,0
"ENSG00000106809",0,0,0,2,0,0,0,0
"ENSG00000198000",887,1298,1494,1590,1433,1102,1874,1897
"ENSG00000238288",0,0,0,0,0,0,0,1
"ENSG00000227399",4,1,7,5,0,4,1,3
"ENSG00000090054",1188,1301,1391,1474,1602,1314,1773,1869
"ENSG00000165030",203,232,192,247,249,270,329,338
"ENSG00000306114",0,0,0,1,0,0,0,1
"ENSG00000273381",0,1,1,0,0,2,4,0
"ENSG00000306229",0,0,1,0,0,0,0,0
"ENSG00000235641",0,1,0,1,1,2,2,3
"ENSG00000260454",0,0,2,1,0,0,3,6
"ENSG00000225072",1,0,0,0,0,0,0,0
"ENSG00000185074",7,9,13,5,5,4,11,17
"ENSG00000130222",0,0,5,0,3,2,0,2
"ENSG00000285907",0,0,0,1,0,0,0,0
"ENSG00000187742",800,993,963,899,962,720,984,974
"ENSG00000123975",991,1099,835,1386,1376,1179,1800,1912
"ENSG00000302532",0,1,1,0,1,1,0,0
"ENSG00000148082",5,8,5,4,6,9,9,8
"ENSG00000301889",0,1,1,6,2,0,5,6
"ENSG00000227638",24,17,81,28,31,19,26,45
"ENSG00000106723",941,1306,961,1341,1577,1234,1757,1883
"ENSG00000287769",6,4,1,10,14,7,13,5
"ENSG00000204429",0,11,5,0,8,0,0,8
"ENSG00000307536",175,192,227,102,185,138,159,170
"ENSG00000217716",53,45,95,29,63,43,37,48
"ENSG00000076770",247,390,165,296,381,333,251,254
"ENSG00000156345",140,171,186,192,206,128,213,239
"ENSG00000238110",17,11,47,13,10,18,20,34
"ENSG00000230246",1,3,1,1,5,2,0,5
"ENSG00000232743",0,0,1,1,0,0,0,0
"ENSG00000304072",0,1,0,1,0,0,0,0
"ENSG00000196730",8,17,18,11,29,18,45,39
"ENSG00000308795",0,1,0,2,0,3,0,0
"ENSG00000288903",1,0,1,0,2,0,0,0
"ENSG00000231007",102,92,205,130,160,96,164,163
"ENSG00000269994",0,0,0,0,0,0,2,0
"ENSG00000232211",0,0,0,0,0,0,1,1
"ENSG00000083223",334,510,389,454,528,465,524,509
"ENSG00000299358",1,3,2,0,1,2,7,0
"ENSG00000310455",0,0,0,1,0,1,0,0
"ENSG00000213711",0,5,5,3,1,0,4,1
